Competition,Rank,Player,Team,Position,Game_Num,KDA,KP,Kills,Most_Kills,Deaths,Most_Deaths,Assists,名次,选手?,Most_Assits,GPM,CSPM,DPM,DMG_Pct,DTPM,DTPM_Pct,WPM,WCPM
2019 LCK Summer,33,Life,GEN,Sup,44,5,0.744,0.7,5,1.4,5,6.2,33,Life,15,248,1.39,166,0.106,277,0.12,1.77,0.31
2019 LCK Summer,34,CuVee,GEN,Top,42,2.5,0.628,2.2,7,2.3,5,3.5,34,CuVee,11,383,8.3,387,0.247,555,0.239,0.49,0.19
2019 LCK Summer,35,Sangyoon,HLE,Bot,42,4.1,0.636,2.8,10,1.5,5,3.3,35,Sangyoon,10,428,9.99,476,0.307,369,0.153,0.33,0.35
2019 LCK Summer,36,Key,HLE,Sup,42,2.6,0.661,0.5,3,2.4,6,5.7,36,Key,14,231,1.37,117,0.076,328,0.136,1.57,0.4
2019 LCK Summer,37,Peanut,GEN,Jug,41,3.6,0.699,1.5,7,1.9,6,5.1,37,Peanut,13,319,5.24,157,0.099,730,0.314,0.67,0.56
2019 LCK Summer,38,Effort,T1,Sup,40,5.5,0.632,0.3,5,1.5,4,7.9,38,Effort,19,263,1.68,119,0.066,340,0.139,1.78,0.34
2019 LCK Summer,39,Route,JAG,Bot,40,2.2,0.738,2.2,9,2.4,5,3,39,Route,14,425,9.99,453,0.3,395,0.167,0.5,0.44
2019 LCK Summer,40,bonO,HLE,Jug,37,3,0.727,1.5,6,2.5,7,5.9,40,bonO,14,295,4.36,187,0.117,685,0.282,0.87,0.51
2019 LCK Summer,41,Score,KT,Jug,35,2.6,0.697,1.5,6,2.7,9,5.7,41,Score,16,299,4.47,192,0.12,688,0.267,0.88,0.45
2019 LCK Summer,42,Malrang,JAG,Jug,35,2.1,0.739,1.7,6,2.6,5,3.6,42,Malrang,13,293,4.54,220,0.146,619,0.261,1.1,0.55
2019 LCK Summer,43,Kellin,JAG,Sup,31,1.5,0.673,0.4,2,3.2,9,4.5,43,Kellin,17,219,1.15,167,0.109,316,0.132,1.83,0.32
2019 LCK Summer,44,Yaharong,JAG,Mid,30,1.7,0.643,1.3,6,2.7,6,3.3,44,Yaharong,13,350,8.35,367,0.25,475,0.201,0.48,0.19
2019 LCK Summer,45,SoHwan,HLE,Top,29,3.3,0.577,2.3,7,1.8,5,3.6,45,SoHwan,9,378,8.03,339,0.213,587,0.245,0.4,0.22
2019 LCK Summer,46,Lindarang,JAG,Top,28,1.4,0.538,1.4,4,2.8,7,2.6,46,Lindarang,12,349,7.79,311,0.207,605,0.254,0.55,0.14
2019 LCK Summer,47,Kingen,KT,Top,24,3.8,0.57,2.6,6,1.8,4,4,47,Kingen,10,394,8.37,361,0.222,675,0.259,0.42,0.22
2019 LCK Summer,48,Sword,GRF,Top,23,4,0.583,2.2,7,1.7,6,4.8,48,Sword,10,401,8.79,393,0.228,523,0.227,0.52,0.27
2019 LCK Summer,49,Doran,GRF,Top,23,2.6,0.573,2.7,6,2.3,6,3.1,49,Doran,9,420,9.34,413,0.25,533,0.229,0.49,0.2
2019 LCK Summer,50,Lava,HLE,Mid,22,2.4,0.715,2.6,9,2.4,4,3,50,Lava,7,377,8.26,404,0.283,442,0.186,0.46,0.28
2019 LCK Summer,51,Smeb,KT,Top,20,1.4,0.513,1.8,5,2.8,5,2.1,51,Smeb,6,373,8.49,335,0.231,594,0.24,0.45,0.17
2019 LCK Summer,52,Tempt,HLE,Mid,20,5,0.726,2.9,7,1.6,4,5.3,52,Tempt,15,399,8.92,488,0.288,456,0.185,0.55,0.28
2019 LCK Summer,53,Kuzan,GEN,Mid,19,4.8,0.673,1.6,6,1.2,3,4.2,53,Kuzan,10,374,8.78,370,0.238,383,0.164,0.45,0.3
2019 LCK Summer,54,Fly,GEN,Mid,18,4.8,0.617,1.7,4,1.3,5,4.4,54,Fly,13,350,7.73,379,0.239,279,0.13,0.49,0.19
2019 LCK Summer,55,Mata,T1,Sup,16,3.3,0.654,0.5,2,1.9,6,5.8,55,Mata,12,228,1.29,129,0.078,266,0.114,1.89,0.43
2019 LCK Summer,56,Thal,HLE,Top,13,2.1,0.63,1.5,3,2.3,5,3.3,56,Thal,7,359,8.02,326,0.221,614,0.249,0.5,0.2
2019 LCK Summer,57,TaNa,JAG,Top,12,1.4,0.653,1,4,2.8,5,2.9,57,TaNa,13,344,8.08,292,0.194,498,0.213,0.54,0.15
2019 LCK Summer,58,CheonGo,JAG,Mid,10,1.2,0.536,1.6,5,3,5,2.1,58,CheonGo,6,340,8.1,316,0.197,432,0.183,0.56,0.4
2019 LCK Summer,59,Umti,KT,Jug,9,3.1,0.657,1.3,4,1.7,4,3.8,59,Umti,9,301,4.9,160,0.118,702,0.288,0.96,0.63
2019 LCK Summer,60,Nova,JAG,Sup,9,2.1,0.786,0.6,5,2.3,5,4.3,60,Nova,13,229,1.54,170,0.122,302,0.132,1.83,0.52
2019 LCK Summer,61,Moojin,HLE,Jug,5,2.3,0.958,0.4,1,2,4,4.2,61,Moojin,9,260,3.8,135,0.109,606,0.259,0.66,0.38
2019 LCK Summer,62,Seize,JAG,Jug,5,1.4,0.724,1.6,4,3,5,2.6,62,Seize,4,288,4.59,270,0.182,625,0.274,0.81,0.31
2019 LCK Summer,63,Rich,GEN,Mid,5,1.4,0.581,1.6,4,3.6,6,3.4,63,Rich,7,355,7.74,319,0.201,714,0.26,0.48,0.36
2019 LCK Summer,64,Haru,T1,Jug,4,4.2,0.735,2.2,4,1.5,3,4,64,Haru,8,306,5.11,222,0.148,754,0.319,0.65,0.45
2019 LCK Summer,65,Seonghwan,GEN,Jug,3,2.4,0.706,1,2,1.7,3,3,65,Seonghwan,8,311,5.48,168,0.143,679,0.343,0.54,0.45
2019 LCK Summer,66,Flame,DK,Top,2,0.4,0.4,0.5,1,4.5,6,1.5,66,Flame,2,323,7.61,351,0.236,564,0.215,0.44,0.19
2019 LCK Summer,67,Roach,GEN,Top,2,8,0.296,1.5,2,0.5,1,2.5,67,Roach,3,425,9.46,297,0.185,432,0.223,0.41,0.27
2019 LCK Summer,68,Roach,GEN,Mid,2,5.5,0.611,2,3,1,2,3.5,68,Roach,6,383,9.2,309,0.226,594,0.255,0.54,0.27
2019 LCK Summer,69,Punch,DK,Jug,1,1,1,1,1,2,2,1,69,Punch,1,281,4.95,146,0.147,747,0.286,0.66,0.33
2019 LCK Summer,70,Hoit,DK,Sup,1,0,0,0,0,2,2,0,70,Hoit,0,212,2,26,0.027,346,0.133,1.49,0.25
2019 LCK Summer,71,Gori,T1,Mid,1,1,0.75,2,2,3,3,1,71,Gori,1,353,8.66,228,0.253,291,0.11,0.63,0.39
2019 Worlds,1,Wunder,G2,Top,18,2.2,0.517,2.2,6,3.1,7,4.7,1,Wunder,11,390,8.18,415,0.245,599,0.241,0.46,0.15
2019 Worlds,2,Perkz,G2,Bot,18,3.1,0.612,4.6,11,2.7,6,3.6,2,Perkz,6,464,10.04,448,0.264,406,0.164,0.42,0.43
2019 Worlds,3,Doinb,FPX,Mid,18,6.6,0.704,4.4,10,2,7,8.7,3,Doinb,17,430,8.51,501,0.257,565,0.207,0.43,0.24
2019 Worlds,4,GimGoon,FPX,Top,18,4.3,0.501,2.8,8,2.2,5,6.5,4,GimGoon,15,381,7.01,438,0.225,664,0.244,0.47,0.18
2019 Worlds,5,Jankos,G2,Jug,18,2.9,0.591,2.7,9,2.8,6,5.3,5,Jankos,13,327,4.92,255,0.151,635,0.256,1.03,0.57
2019 Worlds,6,Mikyx,G2,Sup,18,2.4,0.587,0.7,2,3.3,7,7.2,6,Mikyx,21,245,1.39,155,0.092,358,0.144,1.74,0.47
2019 Worlds,7,Lwx,FPX,Bot,18,5.6,0.666,6.1,12,2.2,6,6.3,7,Lwx,13,481,9.63,498,0.256,348,0.128,0.32,0.36
2019 Worlds,8,Crisp,FPX,Sup,18,5.9,0.704,1.3,5,2.2,5,11.8,8,Crisp,22,275,1.47,144,0.074,386,0.142,1.7,0.31
2019 Worlds,9,Caps,G2,Mid,18,3.4,0.64,3.3,9,2.6,5,5.3,9,Caps,12,408,8.51,421,0.248,483,0.195,0.43,0.18
2019 Worlds,10,Tian,FPX,Jug,18,5.2,0.684,3.9,9,2.4,5,8.8,10,Tian,18,364,5.24,368,0.189,763,0.28,1.09,0.5
2019 Worlds,11,Faker,T1,Mid,14,3.8,0.59,3.6,9,2.4,6,5.5,11,Faker,10,426,8.8,403,0.227,458,0.182,0.54,0.28
2019 Worlds,12,Rookie,IG,Mid,14,4.3,0.737,3.9,10,2.6,6,7.1,12,Rookie,13,397,7.91,534,0.261,484,0.179,0.37,0.32
2019 Worlds,13,Khan,T1,Top,14,3.7,0.585,4.3,8,2.4,5,4.8,13,Khan,8,426,8.22,507,0.286,719,0.285,0.6,0.27
2019 Worlds,14,Baolan,IG,Sup,14,2.4,0.555,0.6,2,3.5,7,7.6,14,Baolan,21,233,1.29,133,0.065,361,0.134,1.75,0.48
2019 Worlds,15,JackeyLove,IG,Bot,14,3.2,0.632,4.6,12,2.9,6,4.9,15,JackeyLove,12,443,9.41,529,0.259,436,0.161,0.34,0.4
2019 Worlds,16,Teddy,T1,Bot,14,6.7,0.677,4.2,7,1.6,4,6.3,16,Teddy,13,467,9.91,443,0.25,320,0.127,0.46,0.36
2019 Worlds,17,Clid,T1,Jug,14,4.5,0.668,2.6,6,2.3,5,7.8,17,Clid,13,341,5.14,285,0.161,639,0.253,1.01,0.45
2019 Worlds,18,TheShy,IG,Top,14,3,0.679,3.9,9,3.4,8,6.3,18,TheShy,12,422,8.19,589,0.288,665,0.245,0.4,0.12
2019 Worlds,19,Effort,T1,Sup,12,2.4,0.574,0.7,3,3.6,6,8.1,19,Effort,14,257,1.32,132,0.076,386,0.155,1.83,0.41
2019 Worlds,20,Vizicsacsi,MAD,Top,11,2.5,0.59,2,7,2.8,6,5.2,20,Vizicsacsi,10,388,7.8,402,0.246,711,0.295,0.59,0.18
2019 Worlds,21,Kobbe,MAD,Bot,11,4.8,0.679,3.8,6,1.7,3,4.5,21,Kobbe,12,445,9.71,412,0.252,336,0.139,0.28,0.36
2019 Worlds,22,Ning,IG,Jug,11,2.2,0.615,2,4,4.3,10,7.5,22,Ning,17,321,4.82,255,0.124,773,0.278,0.73,0.33
2019 Worlds,23,Xerxe,MAD,Jug,11,4.4,0.716,3.1,8,2,4,5.6,23,Xerxe,9,319,4.58,284,0.174,593,0.246,0.88,0.48
2019 Worlds,24,Tore,MAD,Sup,11,2.9,0.642,0.3,2,2.7,7,7.5,24,Tore,14,236,1.06,103,0.063,284,0.118,1.51,0.47
2019 Worlds,25,Sword,GRF,Top,11,3.1,0.608,3.1,7,3.1,6,6.4,25,Sword,13,386,7.63,453,0.22,547,0.21,0.52,0.28
2019 Worlds,26,Tarzan,GRF,Jug,11,4.8,0.708,3.9,9,2.3,5,7.1,26,Tarzan,12,349,5.36,353,0.171,657,0.252,0.99,0.39
2019 Worlds,27,Viper,GRF,Bot,11,8.4,0.684,4.9,9,1.3,4,5.7,27,Viper,10,449,9.33,429,0.208,575,0.221,0.69,0.37
2019 Worlds,28,Lehends,GRF,Sup,11,8.4,0.789,0.9,2,1.5,4,11.4,28,Lehends,18,288,1.68,368,0.178,250,0.096,1.55,0.4
2019 Worlds,29,Chovy,GRF,Mid,11,6,0.561,2.7,4,1.5,5,6,29,Chovy,12,394,8.63,460,0.223,573,0.22,0.48,0.4
2019 Worlds,30,Humanoid,MAD,Mid,11,1.9,0.56,3,8,3.5,7,3.8,30,Humanoid,11,408,9.19,432,0.264,489,0.203,0.47,0.22
2019 Worlds,31,Rekkles,FNC,Bot,10,3.9,0.715,3.6,8,2.5,6,6.2,31,Rekkles,13,434,9.26,372,0.197,546,0.186,0.59,0.42
2019 Worlds,32,Hylissang,FNC,Sup,10,2,0.715,1.6,4,4.9,10,8.2,32,Hylissang,17,287,1.95,352,0.186,443,0.151,1.21,0.4
2019 Worlds,33,Nuclear,DK,Bot,10,6.4,0.734,4.6,10,1.6,4,5.6,33,Nuclear,10,444,9.3,336,0.21,315,0.131,0.4,0.3
2019 Worlds,34,Broxah,FNC,Jug,10,5.4,0.672,2.8,6,1.7,5,6.4,34,Broxah,15,317,4.4,230,0.121,614,0.209,0.74,0.32
2019 Worlds,35,Bwipo,FNC,Top,10,2.3,0.635,3.1,8,3.8,8,5.6,35,Bwipo,12,386,7.3,454,0.24,794,0.271,0.49,0.18
2019 Worlds,36,Nuguri,DK,Top,10,2.6,0.59,2,5,3.2,6,6.2,36,Nuguri,13,422,8.84,474,0.297,651,0.271,0.45,0.22
2019 Worlds,37,Canyon,DK,Jug,10,3.4,0.669,2.9,6,2.7,4,6.4,37,Canyon,16,333,5.02,293,0.184,645,0.268,0.84,0.39
2019 Worlds,38,ShowMaker,DK,Mid,10,6.6,0.662,3.7,6,1.4,4,5.5,38,ShowMaker,9,412,8.67,343,0.215,365,0.152,0.49,0.28
2019 Worlds,39,BeryL,DK,Sup,10,3.7,0.691,0.7,3,2.6,4,8.9,39,BeryL,16,258,1.91,150,0.094,430,0.179,1.88,0.5
2019 Worlds,40,Nemesis,FNC,Mid,10,3.9,0.628,2.6,6,2.2,5,6,40,Nemesis,12,411,8.75,486,0.256,537,0.183,0.46,0.25
2019 Worlds,41,Xmithie,TL,Jug,6,2.6,0.769,2,4,3.2,6,6.3,41,Xmithie,12,308,4.68,243,0.148,701,0.268,0.68,0.37
2019 Worlds,42,Jensen,TL,Mid,6,2.4,0.6,2.5,5,2.7,6,4,42,Jensen,10,383,8.36,373,0.227,495,0.19,0.34,0.2
2019 Worlds,43,Xiaohu,RNG,Mid,6,4.8,0.615,2.5,5,1.7,3,5.5,43,Xiaohu,10,389,8.46,318,0.2,382,0.158,0.37,0.38
2019 Worlds,44,Mission,HKA,Mid,6,1.5,0.455,2.2,5,2.8,4,2,44,Mission,5,377,8.81,316,0.194,382,0.136,0.37,0.22
2019 Worlds,45,Karsa,RNG,Jug,6,4,0.667,1.8,3,2.2,3,6.8,45,Karsa,11,310,4.43,174,0.11,667,0.276,1.1,0.44
2019 Worlds,46,Lira,CG,Jug,6,2.3,0.603,1.8,4,2.5,4,4,46,Lira,7,304,4.93,243,0.125,661,0.255,0.91,0.56
2019 Worlds,47,Ziv,AHQ,Top,6,1.9,0.622,2,6,2.5,4,2.7,47,Ziv,9,335,7.08,456,0.295,699,0.27,0.51,0.18
2019 Worlds,48,Uzi,RNG,Bot,6,7.1,0.821,5,11,1.5,5,5.7,48,Uzi,10,498,11.13,551,0.347,358,0.149,0.49,0.7
2019 Worlds,49,Doublelift,TL,Bot,6,2.9,0.723,3.5,7,2.7,4,4.3,49,Doublelift,8,450,10.03,433,0.264,370,0.142,0.4,0.4
2019 Worlds,50,CoreJJ,TL,Sup,6,2.8,0.723,0.8,2,2.8,4,7,50,CoreJJ,14,240,1.16,123,0.075,295,0.113,1.55,0.52
2019 Worlds,51,Kaiwing,HKA,Sup,6,3,0.709,1.7,3,2.2,3,4.8,51,Kaiwing,11,251,0.96,369,0.227,253,0.09,1.22,0.2
2019 Worlds,52,WaKo,AHQ,Bot,6,2.5,0.667,1.3,4,2,3,3.7,52,WaKo,12,394,9.55,367,0.237,405,0.157,0.42,0.36
2019 Worlds,53,Crash,HKA,Jug,6,1.7,0.636,1.5,3,3.5,6,4.3,53,Crash,12,299,4.67,213,0.131,702,0.25,0.8,0.32
2019 Worlds,54,Huni,CG,Top,6,1.5,0.69,2.7,7,4.3,6,4,54,Huni,12,404,8.62,619,0.319,611,0.236,0.3,0.39
2019 Worlds,55,Ming,RNG,Sup,6,3.3,0.756,1.2,4,3,6,8.7,55,Ming,13,262,0.7,162,0.102,343,0.142,1.92,0.34
2019 Worlds,56,Impact,TL,Top,6,1.9,0.492,2,7,2.8,5,3.3,56,Impact,5,370,7.35,470,0.286,750,0.287,0.41,0.22
2019 Worlds,57,FoFo,JT,Mid,6,3.1,0.662,3.7,7,2.5,5,4.2,57,FoFo,7,407,8.87,572,0.306,446,0.18,0.34,0.21
2019 Worlds,58,3z,HKA,Top,6,1.8,0.509,1.7,5,2.7,4,3,58,3z,4,346,7.69,379,0.233,753,0.268,0.5,0.23
2019 Worlds,59,Levi,GAM,Jug,6,1.8,0.673,2,4,3.5,5,4.2,59,Levi,9,334,5.59,254,0.188,785,0.278,0.51,0.44
2019 Worlds,60,Ysera,AHQ,Sup,6,1.9,0.667,0.2,1,2.7,5,4.8,60,Ysera,15,214,1.23,135,0.087,321,0.124,1.5,0.29
2019 Worlds,61,LANGX,RNG,Top,6,3.2,0.526,2.5,6,2.2,4,4.3,61,LANGX,7,403,8.52,382,0.241,662,0.274,0.48,0.18
2019 Worlds,62,unified,HKA,Bot,6,2.1,0.6,2.2,5,2.7,4,3.3,62,unified,8,387,8.82,350,0.215,722,0.257,0.56,0.26
2019 Worlds,63,Lilv,JT,Bot,6,5.1,0.648,3.7,7,1.5,4,4,63,Lilv,7,437,9.84,498,0.267,353,0.143,0.42,0.28
2019 Worlds,64,Koala,JT,Sup,6,2,0.634,0.8,2,3.7,5,6.7,64,Koala,12,236,1.25,111,0.06,352,0.142,1.86,0.33
2019 Worlds,65,Nisqy,C9,Mid,6,1.4,0.545,1.7,4,4.2,6,4.3,65,Nisqy,7,358,7.42,393,0.19,572,0.171,0.43,0.22
2019 Worlds,66,Damonte,CG,Mid,6,1.7,0.552,2,4,3.2,6,3.3,66,Damonte,9,370,8.47,461,0.237,462,0.179,0.47,0.18
2019 Worlds,67,Alex,AHQ,Jug,6,1.8,0.689,1.5,4,2.8,4,3.7,67,Alex,11,309,5.15,200,0.129,724,0.28,0.56,0.47
2019 Worlds,68,Rest,JT,Top,6,2.5,0.606,3.2,5,2.8,5,4,68,Rest,7,391,7.64,466,0.25,671,0.271,0.41,0.09
2019 Worlds,69,Vulcan,CG,Sup,6,1.8,0.724,1.3,6,3.8,7,5.7,69,Vulcan,14,258,1.08,205,0.106,376,0.145,1.8,0.48
2019 Worlds,70,Licorice,C9,Top,6,1.3,0.485,2.8,6,4.2,8,2.5,70,Licorice,6,399,8.47,423,0.204,877,0.263,0.5,0.21
2019 Worlds,71,zeyzal,C9,Sup,6,1.8,0.667,1,3,4,5,6.3,71,zeyzal,10,256,2.22,175,0.084,616,0.185,1.34,0.22
2019 Worlds,72,Hana,JT,Jug,6,2.7,0.676,0.5,2,3,4,7.5,72,Hana,15,284,4.15,220,0.118,653,0.264,1.1,0.43
2019 Worlds,73,ZerosS,GAM,Top,6,1.4,0.527,1.7,6,3.3,4,3.2,73,ZerosS,6,402,9.65,394,0.292,749,0.265,0.45,0.18
2019 Worlds,74,Cody Sun,CG,Bot,6,1.3,0.569,1.8,4,4.3,6,3.7,74,Cody Sun,12,355,7.71,413,0.213,476,0.184,0.38,0.27
2019 Worlds,75,Kiaya,GAM,Mid,6,2,0.618,2.7,5,2.8,5,3,75,Kiaya,10,377,8.51,317,0.235,625,0.221,0.51,0.34
2019 Worlds,76,Zin,GAM,Bot,6,2.1,0.491,2,7,2.2,3,2.5,76,Zin,8,369,8.65,288,0.214,275,0.097,0.39,0.23
2019 Worlds,77,Sneaky,C9,Bot,5,1.8,0.636,1.8,4,3.8,7,5.2,77,Sneaky,12,397,7.57,735,0.335,534,0.152,0.43,0.32
2019 Worlds,78,Slay,GAM,Sup,5,1,0.5,0.8,2,5,6,4.4,78,Slay,10,226,1.89,104,0.072,416,0.14,1.24,0.4
2019 Worlds,79,Rainbow,AHQ,Mid,5,2.3,0.651,2.8,7,2.4,4,2.8,79,Rainbow,8,342,7.18,387,0.243,471,0.185,0.71,0.18
2019 Worlds,80,Svenskeren,C9,Jug,3,1.8,0.676,3,5,4.3,5,4.7,80,Svenskeren,9,314,4.44,376,0.177,745,0.227,0.9,0.52
2019 Worlds,81,Blaber,C9,Jug,3,1.7,0.75,3.3,4,4.7,6,4.7,81,Blaber,7,350,5.33,420,0.209,829,0.245,0.95,0.36
2019 Worlds,82,Leyan,IG,Jug,3,2.9,0.5,2,3,2.3,4,4.7,82,Leyan,6,329,5.16,270,0.135,726,0.297,0.81,0.58
2019 Worlds,83,Mata,T1,Sup,2,2.9,0.588,1.5,3,3.5,5,8.5,83,Mata,9,241,1.22,134,0.069,399,0.144,1.78,0.38
2019 Worlds,84,APEX,AHQ,Mid,1,2,1,1,1,1,1,1,84,APEX,1,343,9.19,403,0.306,256,0.092,0.51,0.17
2019 Worlds,85,Deftly,C9,Bot,1,7,0.636,5,5,0,0,2,85,Deftly,2,423,8.41,374,0.279,190,0.086,0.32,0.29
2019 Worlds,86,Hieu3,GAM,Sup,1,1,0.333,1,1,1,1,0,86,Hieu3,0,220,1.44,52,0.061,285,0.138,1.51,0.33
2019 Demacia,1,Meiko,EDG,Sup,18,3,0.628,0.6,2,3.3,6,9.4,1,Meiko,18,229,1.05,144,0.08,369,0.142,1.68,0.31
2019 Demacia,2,Scout,EDG,Mid,18,4.3,0.702,4.5,10,2.6,6,6.6,2,Scout,15,401,7.96,499,0.276,462,0.178,0.46,0.26
2019 Demacia,3,Hope,EDG,Bot,18,5,0.695,4.3,8,2.2,6,6.7,3,Hope,14,443,9.24,485,0.268,343,0.132,0.38,0.4
2019 Demacia,4,Xiaoxiang,EDG,Top,18,3.5,0.572,3.6,9,2.6,6,5.4,4,Xiaoxiang,9,407,7.9,415,0.23,720,0.277,0.4,0.16
2019 Demacia,5,iBoy,RA,Bot,17,3.7,0.661,3.7,10,2.5,8,5.4,5,iBoy,12,437,8.92,504,0.274,454,0.157,0.39,0.46
2019 Demacia,6,Forge,RA,Mid,17,2.3,0.558,3.9,9,3.4,7,3.7,6,Forge,10,397,8.25,401,0.219,639,0.221,0.49,0.27
2019 Demacia,7,Xiaohu,RNG,Mid,14,4.2,0.654,5.1,11,2.7,5,6.2,7,Xiaohu,10,413,7.83,429,0.235,524,0.21,0.3,0.23
2019 Demacia,8,LokeN,JDG,Bot,14,6.3,0.707,3.7,10,1.7,5,7.1,8,LokeN,13,427,8.84,505,0.263,347,0.128,0.37,0.35
2019 Demacia,9,Ming,RNG,Sup,14,4.1,0.613,0.6,1,2.6,5,10.1,9,Ming,18,251,1.22,132,0.073,368,0.148,1.87,0.54
2019 Demacia,10,Zoom,JDG,Top,14,4.5,0.605,3.5,7,2.1,5,5.8,10,Zoom,17,398,8.37,469,0.244,702,0.258,0.5,0.16
2019 Demacia,11,Betty,RNG,Bot,14,8.5,0.667,4.1,8,1.4,3,7.4,11,Betty,13,442,9.26,534,0.292,296,0.119,0.4,0.37
2019 Demacia,12,Maestro,RA,Sup,14,2.6,0.542,0.9,3,3.1,8,6.9,12,Maestro,16,233,1.05,113,0.065,394,0.142,1.52,0.23
2019 Demacia,13,LvMao,JDG,Sup,14,3.2,0.619,0.4,2,3,8,9.1,13,LvMao,17,226,1,140,0.073,408,0.15,1.4,0.29
2019 Demacia,14,LANGX,RNG,Top,14,4.9,0.564,4.3,8,2,5,5.5,14,LANGX,12,420,8.06,465,0.255,631,0.253,0.43,0.15
2019 Demacia,15,Yagao,JDG,Mid,14,4.7,0.693,3.9,10,2.3,6,6.8,15,Yagao,16,397,8.26,480,0.25,487,0.179,0.43,0.31
2019 Demacia,16,Aix,RA,Jug,14,3.8,0.616,1.7,5,2.4,6,7.2,16,Aix,14,319,5.34,305,0.173,686,0.248,0.84,0.4
2019 Demacia,17,Cube,RA,Top,14,2.6,0.537,3.8,9,3,8,4,17,Cube,12,384,7.67,484,0.275,629,0.228,0.47,0.12
2019 Demacia,18,XLB,RNG,Jug,14,5.7,0.675,3.2,7,2.1,6,8.5,18,XLB,13,332,4.82,266,0.146,672,0.27,0.8,0.36
2019 Demacia,19,Kanavi,JDG,Jug,14,4.7,0.702,3.9,12,2.3,5,6.9,19,Kanavi,14,349,5.49,325,0.169,774,0.285,0.51,0.45
2019 Demacia,20,Jiejie,EDG,Jug,12,3.7,0.744,3.7,8,3.4,7,8.9,20,Jiejie,18,338,4.83,318,0.171,699,0.259,0.82,0.41
2019 Demacia,21,Karsa,TES,Jug,9,3.3,0.625,2.7,5,2.7,5,6.2,21,Karsa,10,326,5.13,253,0.133,728,0.281,0.86,0.41
2019 Demacia,22,knight,TES,Mid,9,4,0.68,5.8,10,2.4,6,3.9,22,knight,8,444,8.8,638,0.335,489,0.189,0.23,0.25
2019 Demacia,23,Missing,WE,Sup,9,3.7,0.651,0.8,2,2.9,6,9.8,23,Missing,15,245,1.33,173,0.095,439,0.163,1.77,0.48
2019 Demacia,24,yuyanjia,TES,Sup,9,2.5,0.602,0.8,4,3.4,7,7.8,24,yuyanjia,14,234,1.06,142,0.075,400,0.154,1.56,0.28
2019 Demacia,25,beishang,WE,Jug,9,4.3,0.712,3.6,7,2.7,6,8,25,beishang,11,352,5.27,349,0.191,749,0.277,0.59,0.35
2019 Demacia,26,369,TES,Top,9,3.7,0.516,2,6,2,4,5.3,26,369,11,422,9.05,448,0.235,599,0.231,0.45,0.21
2019 Demacia,27,Photic,TES,Bot,9,4,0.531,3,5,1.9,6,4.6,27,Photic,10,409,8.79,421,0.221,377,0.146,0.39,0.37
2019 Demacia,28,Coten,WE,Top,9,2.8,0.555,5.1,8,3.2,9,3.9,28,Coten,8,412,7.8,476,0.261,710,0.263,0.44,0.11
2019 Demacia,29,Jiumeng,WE,Bot,9,3.7,0.678,3.4,6,3,8,7.6,29,Jiumeng,13,423,8.67,461,0.253,334,0.124,0.33,0.33
2019 Demacia,30,FoFo,BLG,Mid,8,2.9,0.667,2.1,4,2.5,5,5.1,30,FoFo,7,366,7.95,419,0.263,436,0.181,0.4,0.18
2019 Demacia,31,Meteor,BLG,Jug,8,3.2,0.782,3.5,6,2.6,5,5,31,Meteor,11,354,5.99,269,0.169,727,0.302,0.77,0.35
2019 Demacia,32,Jinjiao,BLG,Bot,7,2.9,0.519,1.7,4,2,5,4,32,Jinjiao,6,396,9.22,392,0.253,307,0.132,0.35,0.29
2019 Demacia,33,XinMo,BLG,Sup,7,2.6,0.636,1,2,2.7,5,6,33,XinMo,9,227,0.96,116,0.075,305,0.132,1.4,0.24
2019 Demacia,34,Ley,RW,Sup,7,2.5,0.61,0.9,2,2.9,5,6.3,34,Ley,12,241,1.14,127,0.085,400,0.159,1.47,0.35
2019 Demacia,35,Zwuji,RW,Bot,7,3.1,0.573,3.7,8,2.1,4,3,35,Zwuji,7,425,9.16,393,0.261,384,0.153,0.35,0.43
2019 Demacia,36,Kingen,BLG,Top,7,2,0.494,2.4,6,2.7,4,3,36,Kingen,6,380,7.86,358,0.231,592,0.255,0.45,0.25
2019 Demacia,37,ping,EDG,Jug,6,2.7,0.683,1.3,6,3.5,6,8,37,ping,12,295,4.55,157,0.093,723,0.3,0.96,0.5
2019 Demacia,38,Ruby,RW,Mid,6,3.1,0.662,3.8,8,2.8,6,5,38,Ruby,8,408,8.13,439,0.269,569,0.219,0.43,0.15
2019 Demacia,39,Holder,RW,Top,6,2.4,0.514,2.2,5,2.7,6,4.2,39,Holder,9,344,6.77,316,0.216,595,0.236,0.4,0.2
2019 Demacia,40,Teacherma,WE,Mid,6,3.7,0.626,3.8,8,3,5,7.3,40,Teacherma,11,391,7.69,329,0.174,569,0.201,0.36,0.19
2019 Demacia,41,Haro,RW,Jug,5,4.1,0.672,1.6,3,2,5,6.6,41,Haro,12,327,5.59,221,0.154,587,0.241,0.86,0.38
2019 Demacia,42,Flandre,LNG,Top,4,2.1,0.432,2.8,4,2.2,4,2,42,Flandre,3,404,8.91,329,0.223,591,0.259,0.36,0.16
2019 Demacia,43,SwordArt,SN,Sup,4,2.1,0.491,0.5,1,3.2,6,6.2,43,SwordArt,9,217,0.93,140,0.078,432,0.162,1.56,0.16
